DrawDate,DrawnNo1,DrawnNo2,DrawnNo3,DrawnNo4,DrawnNo5,DrawnNo6
20191215,2,13,25,34,42,48
20191218,7,23,25,28,33,56
20191221,2,22,26,42,49,55
20191222,5,7,27,31,52,57
20191225,7,10,11,13,23,45
20191228,26,33,36,40,49,52
20191229,17,23,27,37,46,51
20200101,9,18,48,50,53,57
20200104,16,17,34,35,44,52
20200105,16,23,25,32,45,57
20200108,3,17,36,45,49,50
20200111,3,10,11,26,38,53
20200112,7,12,31,41,47,49
20200115,9,12,17,20,27,28
20200118,14,22,25,43,53,54
20200119,5,7,32,42,43,58
20200121,12,18,44,47,50,54
20200122,1,18,26,34,47,55
20200125,1,27,29,35,40,50
20200126,2,5,11,16,28,36
20200128,1,7,18,20,27,34
20200129,22,25,38,39,40,53
20200201,5,9,15,29,35,51
20200202,13,19,24,37,40,42
20200204,25,33,44,50,53,56
20200205,19,27,34,36,40,52
20200208,15,29,31,52,54,58
20200209,4,8,11,15,46,47
20200212,2,12,16,32,41,52
20200215,9,14,16,27,39,49
20200216,2,30,46,53,54,57
20200219,4,16,23,45,54,56
20200222,14,25,42,50,53,56
20200223,7,12,13,18,42,52
20200226,4,24,35,40,41,48
20200229,6,12,33,46,51,56
20200301,1,4,15,24,41,43
20200304,7,26,39,40,46,57
20200307,17,24,47,55,57,58
20200308,3,28,38,39,49,50
20200311,7,13,20,23,24,27
20200314,14,18,21,22,46,49
20200315,1,18,19,23,24,58
20200617,12,26,31,33,43,54
20200620,21,30,43,45,48,56
20200621,15,16,32,44,47,50
20200624,16,21,36,40,45,56
20200627,7,9,14,23,47,53
20200628,20,23,26,27,43,57
20200701,22,23,27,35,53,58
20200704,25,26,40,45,49,58
20200705,16,26,28,29,31,36
20200707,22,29,31,43,49,57
20200708,15,18,29,42,43,51
20200711,8,20,37,51,55,58
20200712,4,9,29,30,40,49
20200715,6,13,17,26,32,47
20200718,12,19,27,28,38,50
20200719,26,35,46,49,55,57
20200722,1,5,22,24,46,52
20200725,3,18,36,52,54,57
20200726,14,26,29,32,42,47
20200729,5,16,18,42,56,58
20200801,2,5,17,20,43,54
20200802,1,4,5,13,15,41
20200805,9,29,30,46,51,58
20200808,5,7,22,23,25,47
20200809,5,7,9,44,51,57
20200812,6,21,42,44,47,52
20200815,3,16,31,38,40,53
20200816,2,5,8,14,25,30
20200819,12,18,39,40,54,58
20200822,12,16,35,38,40,41
20200823,3,7,25,39,47,52
20200826,2,19,23,43,48,51
20200829,8,11,18,32,46,52
20200830,3,30,31,32,33,38
20200901,1,6,34,36,49,58
20200902,17,25,39,43,55,57
20200905,3,8,17,53,56,58
20200906,11,20,27,36,39,40
20200909,9,22,23,24,32,36
20200912,4,30,43,47,56,58
20200913,6,8,10,17,18,52
20200916,10,13,26,33,48,50
20200919,6,10,17,26,27,32
20200920,5,11,18,43,49,55
20200923,13,21,25,37,55,57
20200926,5,8,9,15,42,43
20200927,8,18,29,38,40,49
20200930,1,7,17,35,37,40
20201003,5,7,14,41,47,56
20201004,4,8,32,38,40,50
20201007,4,14,23,33,54,56
20201010,22,29,31,45,48,53
20201011,18,19,24,33,39,44
20201013,4,12,14,26,32,35
20201014,3,23,31,32,47,53
20201017,9,17,30,33,39,58
20201018,1,8,33,36,48,58
20201021,5,6,24,26,31,46
20201024,7,19,48,53,54,56
20201025,3,8,12,19,24,44
20201028,13,23,29,38,39,43
20201031,39,47,52,55,57,58
20201101,4,15,19,25,39,42
20201103,14,26,28,39,48,52
20201104,1,7,26,40,49,55
20201107,1,17,20,26,27,34
20201108,2,6,10,12,13,48
20201111,10,14,24,29,53,57
20201114,9,15,18,35,53,56
20201115,1,4,16,23,43,50
20201118,14,24,33,34,36,46
20201121,4,5,14,40,43,50
20201122,3,7,17,28,45,50
20201125,5,8,11,26,50,51
20201128,13,17,19,23,48,49
20201129,8,20,25,39,47,51
20201201,16,17,19,26,50,56
20201202,4,16,31,48,49,50
20201205,1,15,22,43,49,50
20201206,2,6,23,28,45,56
20201209,1,8,10,15,36,38
20201212,6,9,10,13,14,24
20201213,11,12,16,31,38,46
20201216,14,16,32,36,38,51
20201219,1,2,5,8,26,56
20201220,2,3,20,28,36,53
20201223,13,16,34,42,51,53
20201226,12,18,37,44,48,55
20201227,10,21,26,36,39,40
20201230,23,29,34,39,51,56
20210102,19,20,29,47,50,52
20210103,1,7,28,32,55,57
20210106,3,6,8,45,49,55
20210109,4,13,19,41,42,57
20210110,1,2,4,5,44,46
20210113,4,14,47,50,51,57
20210116,5,21,27,41,53,56
20210117,24,29,33,42,44,53
20210120,20,29,31,32,39,48
20210123,2,3,15,26,33,46
20210124,6,14,20,34,44,57
20210126,7,15,21,41,53,55
20210127,8,18,19,27,30,54
20210130,7,22,26,36,43,45
20210131,15,21,23,39,44,51
20210202,1,24,25,37,49,55
20210203,3,5,14,19,20,38
20210206,16,17,31,33,35,51
20210207,1,10,12,44,50,58
20210209,4,9,26,35,37,53
20210210,4,11,12,41,48,50
20210213,11,12,14,35,39,49
20210214,11,18,27,40,54,56
20210216,1,4,19,32,33,42
20210217,4,20,22,34,39,58
20210220,3,15,24,34,48,52
20210221,6,20,31,37,44,54
20210224,4,12,22,47,48,50
20210227,13,17,24,30,41,54
20210228,8,17,30,35,53,58
20210302,13,14,31,41,49,53
20210303,3,12,22,33,36,41
20210306,4,21,34,41,44,52
20210307,5,26,28,30,36,44
20210310,6,9,10,14,23,31
20210313,2,12,18,23,34,51
20210314,22,26,45,51,53,55
20210317,10,12,13,39,52,53
20210320,16,19,21,31,48,56
20210321,2,3,8,32,48,50
20210324,3,22,32,47,52,57
20210327,12,26,31,39,52,53
20210328,2,14,16,26,30,33
20210330,16,22,34,35,50,58
20210331,2,4,17,23,42,43
20210403,5,6,23,34,42,53
20210404,3,18,28,30,45,46
20210406,3,7,20,31,39,55
20210407,10,14,30,37,43,44
20210410,7,16,22,23,49,56
20210411,9,10,15,27,32,42
20210414,1,8,11,28,54,56
20210417,1,6,18,19,38,45
20210418,8,14,24,44,46,49
20210421,3,7,12,18,23,49
20210424,6,10,34,40,42,43
20210425,2,20,22,27,39,47
20210428,21,33,34,39,52,55
20210501,20,29,34,37,47,49
20210502,7,23,24,31,42,56
20210505,3,18,19,23,43,47
20210508,6,8,14,15,26,29
20210509,6,20,24,32,47,52
20210512,8,15,37,43,44,45
20210515,20,21,31,37,52,55
20210516,29,35,38,42,46,51
20210519,9,13,22,26,28,40
20210522,7,12,17,26,33,51
20210523,20,26,35,41,50,57
20210525,3,17,34,50,51,54
20210526,18,23,25,29,44,56
20210529,10,14,21,24,35,38
20210530,6,11,16,22,31,55
20210915,3,15,18,27,35,55
20210918,7,15,17,19,24,36
20210919,3,18,33,37,40,57
20210922,2,15,22,28,29,55
20210925,7,13,25,43,45,50
20210926,15,17,20,32,37,45
20210928,4,12,24,28,41,53
20210929,20,36,39,42,45,50
20211002,6,18,20,28,41,51
20211003,3,16,20,28,33,44
20211005,8,24,26,29,41,56
20211006,3,18,19,20,23,51
20211009,13,18,38,40,44,47
20211010,5,9,15,17,36,42
20211013,1,20,36,45,49,51
20211016,12,21,31,37,38,52
20211017,4,7,18,38,50,54
20211020,16,22,28,34,48,58
20211023,10,11,23,30,43,55
20211024,3,20,25,31,41,53
20211026,1,2,25,29,38,57
20211027,9,25,37,41,43,48
20211030,11,29,30,35,38,45
20211031,1,3,13,37,43,50
20211102,14,18,22,26,46,55
20211103,8,10,11,13,14,17
20211106,2,12,22,33,41,42
20211107,6,9,15,48,50,54
20211110,1,20,40,44,50,51
20211113,1,24,27,29,43,47
20211114,2,9,11,13,15,35
20211117,12,14,20,25,50,52
20211120,17,18,26,44,50,51
20211121,24,25,31,45,46,52
20211124,11,15,21,30,35,54
20211127,5,29,39,40,45,51
20211128,24,34,45,50,53,54
20211130,3,19,29,30,46,47
20211201,4,10,11,14,50,53
20211204,1,16,18,25,35,49
20211205,13,15,25,31,51,53
20211207,4,12,19,24,51,52
20211208,27,35,42,50,52,58
20211211,15,23,30,33,37,41
20211212,2,5,8,23,31,51
20211215,5,10,29,41,42,45
20211218,12,16,22,51,53,58
20211219,21,23,36,49,51,56
20211222,12,23,50,52,57,58
20211225,2,11,43,44,51,58
20211226,5,7,32,39,42,53
20211228,6,9,22,41,42,45
20211229,7,22,24,29,41,46
20220101,7,11,20,35,43,57
20220102,17,19,23,34,51,53
20220105,6,27,34,48,54,56
20220108,5,18,24,40,45,55
20220109,5,20,28,39,52,55
20220112,2,24,37,42,45,48
20220115,4,12,18,34,40,54
20220116,17,27,31,36,52,58
20220119,5,7,11,18,43,53
20220122,4,32,42,43,48,55
20220123,6,24,25,29,33,46
20220125,1,13,25,26,29,43
20220126,7,21,23,28,40,50
20220129,4,8,26,32,36,44
20220130,5,8,41,43,48,53
20220202,3,17,28,29,31,37
20220205,22,24,27,30,36,49
20220206,5,15,24,29,34,53
20220208,6,10,24,34,49,54
20220209,6,14,16,32,50,53
20220212,39,44,46,48,51,56
20220213,18,19,21,29,35,53
20220215,5,37,40,43,44,46
20220216,6,16,26,36,39,49
20220219,3,4,9,10,14,35
20220220,4,15,23,40,45,54
20220223,11,25,28,36,41,46
20220226,29,32,43,46,47,48
20220227,18,32,33,42,57,58
20220302,1,5,12,17,31,57
20220305,5,12,20,43,48,54
20220306,4,19,35,39,41,46
20220309,2,4,11,22,50,57
20220312,4,6,32,39,41,45
20220313,17,29,38,43,56,57
20220316,14,15,34,39,47,52
20220319,5,6,9,33,50,56
20220320,8,9,24,32,53,56
20220323,8,9,21,23,28,44
20220326,20,26,38,43,46,58
20220327,5,18,25,34,39,49
20220329,2,5,12,15,25,27
20220330,5,12,20,22,29,41
20220402,8,17,33,41,42,55
20220403,5,7,21,26,49,56
20220406,13,24,25,29,44,50
20220409,5,23,32,41,54,55
20220410,4,10,21,39,40,44
20220413,10,12,15,31,39,58
20220416,6,32,37,39,52,53
20220417,9,11,16,28,48,53
20220420,2,19,26,28,34,44
20220423,15,19,21,30,46,55
20220424,9,13,26,34,35,46
20220427,7,10,21,26,30,58
20220430,5,12,26,31,40,56
20220501,13,15,29,37,38,40
20220504,11,41,46,49,53,57
20220507,13,18,33,35,41,42
20220508,7,16,26,39,57,58
20220511,11,22,35,43,56,58
20220514,4,11,12,17,46,48
20220515,9,19,24,44,52,54
20220518,4,16,26,31,35,57
20220521,4,5,27,33,36,48
20220522,23,24,27,37,54,56
20220525,22,25,31,34,41,46
20220528,4,16,48,50,53,58
20220529,4,20,35,42,43,46
20220531,13,16,17,46,50,54
20220601,13,30,35,43,45,57
20220604,6,13,23,36,48,50
20220605,1,8,14,53,54,57
20220608,8,14,27,28,55,56
20220611,6,18,27,35,49,58
20220612,6,8,11,24,40,46
20220614,9,12,15,20,23,57
20220615,9,11,19,25,27,54
20220618,5,10,22,23,37,39
20220619,13,18,24,31,41,52
20220622,19,28,30,31,39,44
20220625,14,19,20,35,42,57
20220626,8,19,22,28,29,44
20220628,5,23,29,37,40,44
20220629,3,12,17,23,42,55
20220702,19,29,34,43,49,55
20220703,4,5,24,35,51,56
20220706,6,16,31,32,44,51
20220709,2,4,6,26,27,28
20220710,7,8,10,30,31,35
20220713,2,23,26,35,49,51
20220716,6,20,41,43,49,50
20220717,14,26,27,30,39,52
20220719,4,14,16,28,40,42
20220720,12,14,19,41,42,58
20220723,4,9,33,38,41,45
20220724,4,24,25,45,47,54
20220726,6,31,36,44,45,50
20220727,4,11,17,19,45,55
20220730,1,17,25,26,39,51
20220731,9,20,21,26,34,40
20220802,11,13,17,18,24,27
20220803,13,16,35,39,45,48
20220806,3,12,42,43,52,53
20220807,8,38,43,45,48,52
20220809,3,26,33,35,41,49
20220810,4,25,36,44,51,53
20220813,7,11,22,36,40,56
20220814,6,9,26,38,39,48
20220816,8,20,26,34,47,51
20220817,8,12,14,22,31,36
20220820,3,11,25,34,50,58
20220821,6,15,25,49,50,56
20220824,3,11,24,34,35,45
20220827,24,37,40,47,54,57
20220828,7,8,11,19,30,56
20220831,3,7,24,30,42,55
20220903,6,21,30,43,47,53
20220904,25,28,31,37,41,52
20220906,8,16,17,24,44,57
20220907,23,25,39,46,57,58
20220910,19,33,42,50,53,54
20220911,1,28,37,45,51,54
20220914,1,3,9,11,26,47
20220917,1,6,8,13,41,42
20220918,14,16,19,20,26,55
20220921,1,13,21,32,34,45
20220924,12,20,33,34,36,43
20220925,3,6,8,29,48,53
20220927,11,39,42,44,53,57
20220928,13,16,17,21,23,50
20221001,3,14,17,36,41,47
20221002,3,7,12,26,27,55
20221005,7,19,27,44,54,57
20221008,13,16,27,34,41,42
20221009,5,8,22,23,36,41
20221012,8,17,32,33,42,55
20221015,14,24,32,35,47,56
20221016,7,8,14,25,26,53
20221018,37,38,43,49,53,58
20221019,3,13,23,32,43,46
20221022,35,36,44,45,47,52
20221023,20,23,26,49,51,57
20221025,9,25,40,43,47,55
20221026,20,38,39,45,51,57
20221029,32,38,39,43,44,50
20221030,3,6,26,27,32,45
20221102,27,28,30,48,55,56
20221105,5,23,25,27,56,57
20221106,7,23,31,32,43,56
20221109,13,32,40,46,49,57
20221112,10,11,18,37,42,58
20221113,16,19,22,48,56,58
20221115,4,5,11,21,45,55
20221116,2,8,27,29,32,54
20221119,2,7,9,16,39,46
20221120,8,15,24,28,52,56
20221122,5,14,26,29,44,54
20221123,20,30,34,39,43,53
20221126,14,19,25,39,51,53
20221127,1,8,12,35,41,54
20221129,8,17,22,31,41,49
20221130,4,8,11,24,49,57
20221203,9,13,21,29,30,53
20221204,3,27,29,31,52,54
20221206,5,11,20,44,47,50
20221207,5,16,27,33,51,52
20221210,6,9,11,16,17,27
20221211,16,18,22,44,52,53
20221214,3,18,19,23,39,55
20221217,17,23,25,27,47,51
20221218,11,25,29,37,45,47
20221220,16,24,32,33,44,46
20221221,19,20,26,38,39,55
20221224,1,6,8,29,36,58
20221225,11,16,39,50,54,57
20221227,12,13,23,28,52,55
20221228,6,19,25,38,46,50
20221231,4,22,30,42,47,49
20230101,5,7,16,23,24,28
20230104,5,7,21,24,28,55
20230107,3,5,27,36,48,50
20230108,6,9,10,22,39,56
20230111,4,7,10,17,24,32
20230114,9,19,35,45,51,54
20230115,8,22,36,43,49,58
20230118,13,29,31,39,40,41
20230121,4,27,32,40,47,50
20230122,1,3,30,32,36,46
20230124,5,13,15,30,35,58
20230125,22,30,33,40,54,57
20230128,1,10,26,30,33,43
20230129,7,23,31,32,49,52
20230131,3,6,17,33,35,49
20230201,6,19,25,26,28,56
20230204,14,18,39,42,48,53
20230205,8,14,19,27,35,55
20230208,4,6,8,11,17,22
20230211,2,8,10,29,56,58
20230212,2,3,13,20,32,37
20230215,23,24,27,39,41,47
20230218,3,5,15,16,21,52
20230219,23,27,32,43,45,48
20230222,9,14,15,28,39,48
20230225,15,35,38,41,56,57
20230226,1,9,14,16,32,37
20230301,1,15,45,47,55,57
20230304,13,39,44,51,53,56
20230305,6,19,21,30,54,55
20230307,29,33,37,40,44,48
20230308,5,15,27,32,46,57
20230311,23,26,29,34,35,49
20230312,10,17,40,43,50,54
20230315,12,17,27,28,31,33
20230318,7,14,15,17,22,50
20230319,4,25,32,45,55,58
20230322,14,15,32,34,40,41
20230325,13,15,31,50,52,56
20230326,8,13,19,49,50,54
20230329,13,21,24,29,32,44
20230401,8,9,22,42,48,50
20230402,6,25,29,38,43,45
20230405,13,14,35,48,49,55
20230408,3,25,31,34,37,53
20230409,15,17,20,28,51,52
20230412,7,8,26,52,57,58
20230415,4,7,16,32,44,49
20230416,9,31,35,42,43,48
20230419,4,10,17,43,52,54
20230422,3,4,11,25,28,32
20230423,15,26,33,35,42,53
20230426,4,15,16,30,38,58
20230429,1,14,23,40,41,48
20230430,11,18,22,26,31,36
20230503,5,7,28,37,40,57
20230506,7,14,25,32,38,47
20230507,5,27,36,39,41,46
20230510,13,15,31,40,44,46
20230513,33,34,41,42,53,57
20230514,10,29,33,45,48,55
20230517,4,30,37,38,40,44
20230520,1,7,10,20,49,57
20230521,2,3,4,34,44,46
20230524,10,23,35,45,52,57
20230527,5,22,26,46,54,55
20230528,9,11,19,29,34,52
20230530,4,10,17,32,43,45
20230531,2,3,7,8,33,55
20230603,13,35,37,49,53,57
20230604,6,18,19,27,30,52
20230607,13,27,33,42,55,58
20230610,13,17,31,35,47,48
20230611,14,26,37,39,47,56
20230614,1,7,28,38,45,47
20230617,2,4,21,25,46,53
20230618,4,7,13,19,29,53
20230621,9,20,27,30,38,48
20230624,9,19,23,29,31,43
20230625,5,9,25,30,35,55
20230628,5,10,38,48,49,57
20230701,10,12,25,34,49,54
20230702,8,10,15,31,41,47
20230704,4,8,13,15,41,42
20230705,9,15,18,20,29,40
20230708,1,4,6,19,36,47
20230709,18,33,45,49,55,58
20230712,10,16,23,24,48,50
20230715,2,12,27,38,42,50
20230716,10,22,34,41,45,56
20230719,12,34,42,45,50,51
20230722,5,12,22,24,42,51
20230723,2,12,22,25,38,40
20230726,6,9,17,22,34,53
20230729,7,9,24,37,47,56
20230730,5,10,14,19,40,43
20230802,12,21,25,31,46,54
20230805,17,18,37,40,46,56
20230806,3,10,14,23,30,51
20230809,7,21,23,29,34,43
20230812,15,23,27,28,45,50
20230813,29,31,35,40,50,55
20230816,10,14,23,35,50,55
20230819,9,23,25,44,55,58
20230820,8,27,45,50,51,52
20230823,21,30,33,36,39,45
20230826,2,18,19,37,42,56
20230827,14,22,24,25,44,50
20230829,2,29,39,40,49,56
20230830,10,24,31,41,49,53
20230902,2,5,16,40,50,53
20230903,7,13,28,31,48,58
20230906,3,21,32,36,41,45
20230909,10,20,34,35,38,39
20230910,19,26,38,49,51,52
20230913,20,23,26,38,46,54
20230916,18,36,41,43,53,56
20230917,12,19,29,51,53,55
20230920,1,5,7,10,21,31
20230923,7,17,25,30,41,50
20230924,12,26,34,40,44,55
20230927,26,27,37,40,43,46
20230930,8,15,26,34,57,58
20231001,14,16,32,42,52,53
20231004,7,13,33,40,47,51
20231007,5,7,25,42,54,58
20231008,3,8,20,38,50,56
20231011,4,6,39,43,45,52
20231014,5,11,16,21,33,48
20231015,17,38,40,41,49,55
20231018,4,17,24,30,37,40
20231021,7,19,20,22,48,49
20231022,8,25,33,43,50,56
20231025,1,2,9,25,28,29
20231028,6,15,23,39,44,53
20231029,7,17,24,43,47,49
20231031,3,4,5,11,20,21
20231101,1,24,31,48,52,53
20231104,9,14,29,31,37,47
20231105,3,4,13,25,51,53
20231108,11,18,23,28,39,55
20231111,5,6,14,22,36,52
20231112,1,5,8,15,35,40
20231115,8,13,24,26,37,47
20231118,4,6,30,33,40,44
20231119,5,7,17,25,39,47
20231122,16,25,28,31,36,46
20231125,10,11,21,36,43,49
20231126,10,17,24,45,48,52
20231129,12,16,18,20,33,42
20231202,2,4,12,32,34,49
20231203,9,27,30,37,48,55
20231206,1,16,19,32,35,36
20231209,3,16,24,32,46,49
20231210,16,18,29,37,38,45
20231213,7,12,17,21,47,53
20231216,9,19,38,42,48,56
20231217,1,2,8,21,24,54
20231220,14,17,45,47,50,55
20231223,18,20,23,36,57,58
20231224,24,26,30,38,40,46
20231226,14,17,38,50,52,55
20231227,1,12,28,31,47,53
20231230,3,19,29,36,40,57
20231231,5,15,21,24,47,52
20240103,16,17,36,37,47,56
20240106,19,20,32,38,55,57
20240107,12,26,27,39,43,44
20240110,1,4,5,9,22,49
20240113,4,7,20,26,34,46
20240114,1,21,23,30,50,53
20240117,17,38,42,48,53,54
20240120,3,4,11,18,42,57
20240121,24,32,33,38,42,46
20240124,1,6,19,30,35,55
20240127,4,7,11,36,49,50
20240128,1,12,21,26,35,41
20240131,9,20,23,35,47,54
20240203,15,18,21,40,51,57
20240204,19,33,39,40,43,58
20240207,13,21,22,30,47,55
20240210,2,30,31,32,49,58
20240211,14,17,27,31,42,50
20240213,3,6,14,15,36,48
20240214,4,8,23,30,36,51
20240217,29,40,43,49,52,56
20240218,6,14,23,50,53,55
20240220,7,21,30,32,36,50
20240221,5,6,11,17,38,41
20240224,6,17,24,25,33,36
20240225,1,3,23,30,46,48
20240228,7,14,19,42,48,51
20240302,14,21,22,25,36,50
20240303,1,13,30,43,48,50
20240305,7,12,16,21,24,49
20240306,16,19,28,31,35,52
20240309,2,31,34,44,51,56
20240310,10,26,27,44,49,55
20240313,1,20,38,39,44,53
20240316,12,17,18,37,46,52
20240317,5,21,26,39,50,58
20240320,15,36,39,47,48,55
20240323,1,2,3,4,24,27
20240324,11,20,23,40,45,55
20240327,5,6,13,24,31,58
20240330,8,12,15,19,31,52
20240331,9,24,34,36,43,44
20240403,13,27,36,49,51,56
20240406,6,11,16,43,45,53
20240407,12,13,15,38,39,50
20240410,10,13,26,34,40,50
20240413,5,10,28,29,35,50
20240414,1,26,29,32,41,44
20240417,8,10,13,33,39,40
20240420,5,17,35,46,49,51
20240421,9,26,39,52,53,56
20240424,2,6,34,49,51,53
20240427,7,10,15,47,51,56
20240428,8,13,18,28,43,51
20240501,19,26,29,37,41,51
20240504,8,28,29,32,43,45
20240505,11,19,22,23,36,39
20240508,1,2,9,13,22,36
20240511,7,17,30,33,51,57
20240512,4,12,14,20,27,30
20240515,1,8,28,29,49,53
20240518,1,10,30,35,42,51
20240519,2,7,22,41,52,54
20240522,6,9,11,23,33,46
20240525,2,10,22,36,38,42
20240526,23,24,26,50,53,57
20240528,2,13,25,30,36,55
20240529,1,2,19,20,23,53
20240601,13,14,16,20,43,46
20240602,7,23,24,25,37,48
20240605,13,21,22,40,42,47
20240608,1,2,25,39,41,58
20240609,1,7,32,41,51,55
20240612,3,29,31,32,48,50
20240615,6,23,33,36,38,51
20240616,2,21,26,36,37,55
20240619,22,27,36,38,44,47
20240622,7,9,26,29,43,45
20240623,5,7,16,21,29,46
20240625,1,11,15,32,39,51
20240626,18,25,29,33,40,50
20240629,10,32,43,45,54,58
20240630,10,21,23,36,49,55
20240703,3,11,26,33,35,55
20240706,12,26,30,32,34,35
20240707,27,34,41,43,45,48
20240710,25,28,42,53,57,58
20240713,6,8,10,40,46,58
20240714,4,17,35,37,51,56
20240717,15,35,37,38,41,48
20240720,1,21,45,46,55,56
20240721,10,15,28,36,45,49
20240724,3,20,21,40,47,55
20240727,20,45,46,51,57,58
20240728,24,32,38,39,49,57
20240731,11,32,36,39,48,55
20240803,31,38,41,52,53,58
20240804,9,11,36,37,50,56
20240807,1,31,41,43,54,56
20240810,10,23,28,38,42,43
20240811,2,20,23,26,49,56
20240813,1,26,30,32,37,43
20240814,2,3,33,35,39,53
20240817,1,13,22,32,33,46
20240818,12,20,26,27,41,46
20240821,3,5,35,51,53,56
20240824,17,21,42,47,52,57
20240825,13,14,15,16,39,55
20240828,1,6,21,28,39,45
20240831,23,30,35,43,44,55
20240901,6,14,15,22,30,42
20240904,12,14,21,26,38,54
20240907,1,11,27,30,48,57
20240908,2,4,19,21,33,49
20240911,5,14,16,41,43,56
20240914,2,5,17,26,32,47
20240915,7,18,19,29,42,48
20240918,1,4,15,17,40,52
20240921,16,22,32,36,42,48
20240922,8,22,35,40,46,51
20240925,4,23,27,36,41,51
20240928,2,3,19,22,30,49
20240929,3,4,6,20,34,54
20241002,20,22,28,34,36,46
20241005,10,19,39,40,43,45
20241006,4,12,32,35,41,55
20241009,4,11,25,40,50,55
20241012,2,16,23,30,45,51
20241013,2,22,37,41,42,46
20241016,30,32,38,39,44,58
20241019,10,23,26,36,38,43
20241020,3,8,16,34,39,48
20241023,6,17,20,33,37,46
20241026,8,12,36,38,44,46
20241027,5,15,19,29,46,47
20241029,14,33,35,48,52,58
20241030,10,11,17,29,48,57
20241102,19,20,23,49,52,55
20241103,1,15,19,40,42,57
20241106,6,7,16,21,27,48
20241109,13,15,30,42,44,58
20241110,4,5,8,17,22,37
20241113,9,15,20,22,39,54
20241116,4,10,47,48,53,58
20241117,6,19,26,31,33,44
20241120,8,14,22,25,38,58
20241123,20,23,30,34,35,55
20241124,4,12,13,36,50,57
20241127,3,6,25,31,40,56
20241130,3,7,9,21,27,50
20241201,3,21,31,36,42,44
20241204,9,18,19,22,36,43
20241207,5,7,32,36,38,47
20241208,10,16,52,53,54,57
20241211,4,5,9,25,40,51
20241214,20,24,29,30,35,38
20241215,17,21,29,47,51,58
20241218,11,36,39,49,56,57
20241221,3,29,42,43,52,57
20241222,4,9,11,24,37,44
20241225,4,13,19,32,41,50
20241228,13,16,31,47,50,54
20241229,15,23,24,38,51,57
20241231,6,17,25,41,43,45
20250101,2,13,45,46,56,57
20250104,1,2,16,30,50,58
20250105,32,37,45,50,57,58
20250108,1,2,18,19,35,46
20250111,4,10,18,24,38,53
20250112,4,7,27,38,40,53
20250115,6,15,19,30,33,44
20250118,5,38,39,42,46,57
20250119,16,24,31,33,43,54
20250122,6,10,22,48,49,50
20250125,7,11,15,22,25,48
20250126,15,42,44,52,53,57
20250128,17,20,23,25,33,58
20250129,12,30,37,43,49,58
20250201,12,40,51,54,56,58
20250202,5,18,25,26,30,36
20250204,18,32,33,36,48,55
20250205,2,30,46,48,55,56
20250208,9,14,27,44,49,58
20250209,5,25,30,31,32,46
20250211,1,15,34,51,55,56
20250212,10,22,27,41,47,58
20250215,2,7,15,18,44,53
20250216,9,16,21,28,38,53
20250219,9,10,12,16,26,27
20250222,6,8,16,18,19,20
20250223,6,13,19,26,45,54
20250226,11,16,22,39,45,58
20250301,4,8,25,29,46,55
20250302,4,23,25,26,27,48
20250305,17,18,32,38,39,57
20250308,21,27,32,37,46,48
20250309,2,18,27,31,52,53
20250312,7,10,12,23,38,40
20250315,9,31,43,48,51,54
20250316,5,14,15,25,44,46
20250319,6,15,21,26,49,53
20250322,12,15,28,41,43,49
20250323,19,32,35,38,48,57
20250326,1,2,11,28,30,52
20250329,5,13,18,19,32,54
20250330,9,32,37,41,45,54
20250402,7,13,14,39,40,48
20250405,2,14,28,42,53,54
20250406,4,11,21,23,24,32
20250409,9,11,17,39,43,46
20250412,22,26,29,36,42,53
20250413,2,4,6,11,44,57
20250416,2,7,11,33,34,54
20250419,7,26,40,43,44,45
20250420,6,19,28,41,45,52
20250423,8,9,18,26,33,38
20250426,3,9,14,24,42,54
20250427,7,30,35,39,48,56
20250429,10,15,31,40,41,54
20250430,34,43,44,51,54,57
20250503,2,12,32,37,40,53
20250504,8,13,18,20,25,30
20250507,4,24,49,51,52,55
20250510,1,38,39,45,47,51
20250511,2,19,40,41,51,53
20250514,1,17,22,31,33,38
20250517,2,17,38,44,47,52
20250518,5,37,42,46,53,55
20250521,2,6,9,28,30,39
20250524,4,15,21,23,37,48
20250525,3,12,28,42,44,53
20250527,1,11,31,37,39,47
20250528,2,18,23,31,38,54
20250531,24,46,48,49,57,58
20250601,1,19,25,36,38,49
20250604,9,24,28,40,53,57
20250607,13,21,37,50,53,55
20250608,2,5,18,27,44,57
20250611,1,9,17,33,45,55
20250614,12,22,29,50,55,57
20250615,7,20,31,37,40,50
20250618,6,10,11,14,27,42
20250621,22,29,35,38,44,55
20250622,2,3,31,35,42,58
20250625,3,23,27,37,45,51
20250628,1,4,16,24,30,53
20250629,30,45,47,51,53,58
20250702,3,19,30,35,45,48
20250705,4,9,11,23,41,50
20250706,12,20,23,28,33,51
20250709,3,10,17,34,38,39
20250712,1,18,19,20,52,57
20250713,12,15,21,32,36,57
20250716,25,26,39,47,53,57
20250719,22,31,36,39,40,55
20250720,5,9,15,17,29,38
20250723,9,22,28,29,30,45
20250726,3,5,19,27,39,56
20250727,4,17,25,29,32,55
20250729,7,21,34,37,43,48
20250730,23,24,30,31,32,52
20250802,17,18,35,51,56,57
20250803,14,15,29,32,37,40
20250806,9,11,33,35,43,44
20250809,2,8,9,23,27,37
20250810,5,26,29,35,39,51
20250813,24,37,47,51,52,54
20250816,10,20,24,28,32,49
