DrawDate,DrawnNo1,DrawnNo2,DrawnNo3,DrawnNo4,DrawnNo5,DrawnNo6
20150107,3,9,27,42,43,56
20150110,10,12,33,40,45,46
20150111,6,12,23,46,48,56
20150114,6,8,26,45,47,51
20150117,8,10,12,34,47,49
20150118,6,9,12,13,20,26
20150121,24,42,44,48,53,55
20150124,5,10,21,23,29,54
20150125,12,13,15,22,24,46
20150127,14,16,17,24,39,57
20150128,4,5,15,18,24,25
20150131,2,12,36,45,53,58
20150201,12,24,25,51,52,57
20150203,9,15,18,38,52,57
20150204,7,19,37,41,47,58
20150207,12,18,20,27,42,47
20150208,14,19,30,45,50,57
20150211,8,17,20,31,52,54
20150214,9,13,21,28,29,34
20150215,25,35,39,43,45,48
20150217,21,27,30,42,52,57
20150218,10,13,36,40,50,56
20150221,5,19,21,51,54,55
20150222,1,22,29,47,55,56
20150224,8,13,14,17,31,54
20150225,3,7,24,26,33,51
20150228,19,28,38,43,53,55
20150301,14,30,41,49,54,58
20150303,18,22,36,48,54,55
20150304,4,7,9,20,30,39
20150307,6,21,26,35,41,42
20150308,2,9,24,31,49,53
20150311,18,19,27,32,36,39
20150314,5,10,19,24,26,33
20150315,7,12,13,24,32,57
20150318,14,16,18,32,48,54
20150321,6,22,33,34,39,45
20150322,6,23,42,43,45,56
20150325,10,15,26,41,53,55
20150328,13,14,15,32,47,54
20150329,2,19,24,27,39,49
20150331,1,4,10,21,48,54
20150401,12,14,22,27,31,46
20150404,32,33,39,41,54,56
20150405,5,7,11,38,44,51
20150407,8,20,24,32,33,54
20150408,14,20,31,40,50,56
20150411,8,35,38,48,49,58
20150412,7,14,40,41,48,53
20150415,6,13,18,24,35,50
20150418,1,42,48,53,57,58
20150419,9,36,40,44,50,57
20150422,7,12,16,24,31,58
20150425,9,11,25,26,29,45
20150426,16,26,28,37,43,56
20150428,26,33,34,38,44,51
20150429,4,5,6,29,32,44
20150502,2,9,32,41,47,56
20150503,18,20,22,38,47,58
20150505,3,13,24,27,28,31
20150506,6,25,26,41,49,52
20150509,19,29,32,35,43,48
20150510,20,35,36,39,45,53
20150513,2,4,28,36,52,53
20150516,9,29,30,31,37,42
20150517,21,24,25,28,31,51
20150520,11,14,15,31,56,58
20150523,25,42,44,48,50,54
20150524,2,19,25,53,57,58
20150526,3,4,23,33,35,58
20150527,15,17,19,27,36,46
20150530,6,19,25,39,46,58
20150531,7,11,21,25,35,39
20150602,5,26,31,40,44,57
20150603,5,16,23,28,55,57
20150606,39,40,41,45,56,58
20150607,14,18,31,39,44,52
20150610,3,7,19,30,42,49
20150613,1,11,22,31,36,40
20150614,8,13,20,31,35,44
20150617,17,27,36,43,46,47
20150620,2,4,11,31,45,53
20150621,27,32,38,44,56,58
20150624,1,5,25,49,51,54
20150627,29,46,47,48,54,57
20150628,3,8,24,25,26,41
20150701,2,7,16,23,48,54
20150704,22,25,26,46,51,52
20150705,8,9,21,30,35,56
20150708,27,30,42,51,54,58
20150711,1,7,9,20,27,57
20150712,11,20,27,37,46,48
20150715,2,10,19,30,32,38
20150718,3,4,12,49,50,53
20150719,4,25,29,47,54,55
20150722,9,15,29,34,51,56
20150725,8,10,12,27,29,38
20150726,1,14,23,25,30,48
20150728,1,12,16,24,52,53
20150729,2,32,33,40,46,55
20150801,1,17,21,25,33,46
20150802,28,32,45,50,54,57
20150804,7,11,14,19,47,51
20150805,3,10,22,23,29,46
20150808,7,8,18,40,43,56
20150809,8,17,21,30,32,41
20150812,6,25,30,32,34,43
20150815,1,7,12,28,35,40
20150816,16,19,21,23,25,57
20150819,27,30,34,39,47,48
20150822,8,31,32,33,43,49
20150823,6,8,12,39,49,58
20150826,26,37,44,45,47,48
20150829,6,12,15,34,37,44
20150830,1,4,9,15,56,57
20150901,7,9,20,30,37,38
20150902,12,14,46,51,52,57
20150905,5,24,30,39,45,48
20150906,1,15,18,23,24,57
20150909,2,3,34,41,49,57
20150912,11,20,29,35,37,39
20150913,1,35,40,46,52,54
20150916,1,9,23,32,44,55
20150919,1,24,37,44,49,57
20150920,6,13,22,44,45,55
20150923,12,13,14,26,27,39
20150926,5,20,22,28,38,57
20150927,3,4,5,36,44,46
20150929,9,28,29,34,37,38
20150930,8,10,24,30,36,44
20151003,6,12,20,39,50,55
20151004,19,25,33,49,55,57
20151006,21,37,38,40,43,54
20151007,11,15,29,49,52,55
20151010,4,5,11,38,51,56
20151011,24,45,46,51,54,55
20151014,10,22,27,38,43,53
20151017,27,28,41,43,44,56
20151018,14,18,31,41,44,57
20151021,8,13,14,27,30,45
20151024,1,8,23,44,45,54
20151025,15,17,20,43,54,58
20151027,1,4,33,35,37,54
20151028,31,32,36,43,48,58
20151031,3,13,22,40,44,47
20151101,3,15,37,50,55,56
20151103,3,15,17,23,25,27
20151104,5,24,32,38,49,53
20151107,27,29,34,41,50,52
20151108,33,47,49,53,56,57
20151111,6,14,18,35,50,54
20151114,21,27,39,50,51,53
20151115,5,9,14,41,44,55
20151118,1,7,12,29,34,41
20151121,9,12,37,41,45,47
20151122,5,26,28,46,51,53
20151124,4,6,24,27,43,49
20151125,15,24,27,41,48,58
20151128,3,11,18,35,47,56
20151129,27,41,48,49,51,58
20151201,22,33,40,50,54,56
20151202,20,21,24,45,49,52
20151205,35,38,41,42,43,52
20151206,6,23,24,32,34,57
20151209,6,18,46,47,56,58
20151212,7,16,22,48,53,56
20151213,4,12,17,38,39,41
20151216,1,19,32,38,51,58
20151219,15,16,25,26,40,57
20151220,4,11,26,33,46,47
20151223,10,21,25,30,45,46
20151226,8,23,31,32,42,45
20151227,13,15,20,23,52,57
20151229,5,12,21,30,31,46
20151230,6,7,31,50,52,55
20160102,1,21,29,34,57,58
20160103,5,26,27,28,33,51
20160105,19,20,23,25,29,54
20160106,7,13,16,19,26,42
20160109,13,16,25,32,33,47
20160110,1,11,14,32,45,55
20160113,14,29,39,43,45,47
20160116,7,10,24,36,37,45
20160117,14,15,17,34,51,55
20160120,4,5,40,46,52,55
20160123,3,4,25,28,31,57
20160124,2,16,33,44,54,56
20160126,16,35,36,37,47,53
20160127,4,7,10,14,29,34
20160130,1,10,12,34,36,49
20160131,3,5,26,28,47,50
20160203,2,6,9,21,26,29
20160206,17,20,25,43,48,52
20160207,27,33,36,50,51,57
20160209,37,43,44,48,53,55
20160210,13,27,31,40,46,55
20160213,7,13,16,23,28,29
20160214,10,11,24,25,34,44
20160216,8,15,31,36,55,56
20160217,3,6,13,31,52,54
20160220,3,10,21,27,42,50
20160221,20,32,39,43,53,58
20160223,19,29,39,48,55,58
20160224,8,16,27,33,48,57
20160227,14,19,30,33,44,52
20160228,3,11,15,26,34,37
20160301,12,14,15,24,30,44
20160302,8,19,25,26,31,35
20160305,10,19,26,42,44,45
20160306,17,18,32,42,49,52
20160309,4,11,33,39,43,44
20160312,11,25,28,40,42,45
20160313,5,8,35,36,46,47
20160316,12,13,16,21,27,50
20160319,11,29,45,49,51,52
20160320,17,22,29,32,38,46
20160323,14,20,21,36,47,58
20160326,4,7,20,22,23,26
20160327,17,22,26,29,44,50
20160329,16,32,33,39,44,54
20160330,3,5,11,14,23,56
20160402,1,6,17,29,31,34
20160403,9,10,32,33,46,58
20160405,6,9,17,18,28,53
20160406,2,10,37,45,52,54
20160409,3,4,27,40,44,51
20160410,5,19,31,39,42,44
20160413,2,20,24,34,41,51
20160416,17,25,31,34,37,52
20160417,2,4,6,13,23,33
20160420,4,10,11,17,33,44
20160423,5,28,34,51,54,55
20160424,11,23,27,29,37,55
20160426,12,15,16,35,36,46
20160427,5,8,15,36,40,52
20160430,4,12,29,36,40,51
20160501,1,9,10,13,26,31
20160503,5,14,24,33,46,57
20160504,15,19,36,40,41,51
20160507,10,28,31,32,41,52
20160508,11,35,37,42,43,56
20160511,1,35,36,38,42,58
20160514,6,11,21,24,29,56
20160515,10,37,44,46,54,56
20160518,11,14,33,40,47,53
20160521,4,6,8,15,18,34
20160522,4,16,49,51,55,56
20160525,1,13,28,41,46,54
20160528,10,17,19,46,50,52
20160529,2,3,9,25,45,53
20160531,27,29,30,41,42,53
20160601,1,10,11,38,48,54
20160604,2,10,15,34,46,54
20160605,24,31,47,49,53,58
20160608,2,5,11,15,42,46
20160611,5,7,39,43,52,57
20160612,10,17,19,20,40,42
20160615,8,30,36,47,50,52
20160618,2,14,33,39,42,52
20160619,10,12,23,37,46,55
20160622,2,6,9,34,36,51
20160625,4,10,11,12,42,48
20160626,3,5,13,44,53,54
20160629,12,21,27,41,54,55
20160702,11,12,30,35,37,51
20160703,2,8,14,28,44,49
20160706,1,2,4,6,40,46
20160709,8,19,26,33,41,43
20160710,1,15,33,42,49,53
20160712,2,17,19,33,47,56
20160713,12,19,21,26,40,57
20160716,10,29,36,38,47,49
20160717,19,31,36,41,43,49
20160720,36,40,45,52,54,58
20160723,1,2,10,20,37,57
20160724,6,25,29,36,48,58
20160727,1,20,23,28,53,58
20160730,2,5,12,35,36,41
20160731,1,13,18,19,45,53
20160803,1,12,37,47,50,52
20160806,8,18,19,25,29,33
20160807,5,19,33,44,50,57
20160809,19,21,22,34,41,56
20160810,4,7,11,14,16,44
20160813,9,10,25,31,34,55
20160814,22,30,37,41,46,48
20160817,7,9,10,11,39,50
20160820,11,13,16,17,27,46
20160821,7,23,28,39,43,58
20160824,2,16,26,32,49,58
20160827,5,11,16,18,19,34
20160828,9,15,16,33,45,49
20160830,7,13,16,32,42,53
20160831,5,6,21,36,37,43
20160903,12,22,25,26,29,39
20160904,6,11,13,19,53,58
20160906,3,17,30,31,34,36
20160907,12,22,24,38,43,48
20160910,3,12,18,19,46,51
20160911,16,23,31,39,43,55
20160914,14,18,24,41,43,45
20160917,11,14,34,40,42,51
20160918,6,18,21,31,48,54
20160921,3,10,16,17,20,25
20160924,12,21,22,39,41,54
20160925,30,42,43,46,52,58
20160927,1,14,35,36,42,50
20160928,10,14,15,23,28,47
20161001,5,7,16,27,39,58
20161002,4,11,14,25,41,51
20161004,14,16,26,35,48,49
20161005,4,27,28,39,53,58
20161008,4,11,12,14,26,31
20161009,17,21,23,27,31,37
20161012,10,16,30,31,34,46
20161015,11,12,16,19,35,41
20161016,9,28,46,47,52,54
20161019,29,33,37,46,50,54
20161022,13,27,28,31,32,58
20161023,4,36,39,40,44,47
20161025,28,31,35,50,52,58
20161026,3,4,12,13,44,51
20161029,11,18,26,37,55,58
20161030,15,22,28,40,43,52
20161101,23,35,40,41,42,48
20161102,12,16,35,41,46,48
20161105,7,11,15,22,56,57
20161106,2,21,39,45,52,57
20161109,14,21,38,42,50,56
20161112,1,17,23,26,36,55
20161113,1,10,21,27,51,57
20161116,19,30,40,44,45,50
20161119,12,22,34,36,39,50
20161120,9,13,24,26,36,53
20161123,22,34,40,42,48,52
20161126,21,27,30,45,54,58
20161127,1,18,27,44,45,46
20161129,1,6,15,18,26,27
20161130,19,25,28,36,44,49
20161203,5,19,23,37,42,55
20161204,7,10,34,38,50,52
20161206,11,12,17,19,41,53
20161207,14,20,37,50,51,52
20161210,7,10,12,15,28,57
20161211,8,17,21,25,35,50
20161214,1,6,26,35,38,43
20161217,2,14,22,27,51,52
20161218,6,11,17,25,36,52
20161221,25,27,33,38,40,50
20161224,2,25,33,48,52,57
20161225,2,28,37,39,49,50
20161227,3,8,26,29,32,36
20161228,15,28,32,46,55,56
20161231,2,3,9,14,16,23
20170101,2,7,14,16,24,45
20170103,11,14,25,46,54,58
20170104,19,20,23,50,53,54
20170107,3,6,19,34,36,47
20170108,1,24,26,28,32,53
20170111,11,12,15,23,29,51
20170114,1,22,36,43,54,58
20170115,38,39,45,46,52,58
20170117,23,33,48,49,51,58
20170118,1,5,8,32,37,49
20170121,4,29,37,45,46,50
20170122,6,10,29,34,45,52
20170124,1,25,26,39,52,55
20170125,8,24,33,36,54,56
20170128,4,16,26,28,30,31
20170129,3,7,11,27,32,57
20170131,7,10,17,28,51,57
20170201,3,4,18,38,44,52
20170204,8,17,33,35,38,55
20170205,1,5,16,20,27,54
20170207,4,15,18,38,47,53
20170208,7,20,41,47,51,58
20170211,33,38,39,47,48,53
20170212,30,32,50,52,53,55
20170215,19,20,21,34,48,57
20170218,17,21,36,42,46,51
20170219,1,3,22,25,31,53
20170222,12,22,32,33,51,53
20170225,1,8,10,38,41,55
20170226,2,26,27,32,53,54
20170228,1,5,13,14,39,51
20170301,7,14,34,47,52,55
20170304,2,17,36,41,44,51
20170305,12,14,15,34,39,49
20170308,13,27,29,37,40,55
20170311,8,11,13,25,26,35
20170312,10,14,19,26,43,45
20170315,4,26,27,43,45,56
20170318,20,28,41,45,51,53
20170319,4,5,13,20,55,56
20170322,20,23,25,45,48,57
20170325,13,23,25,26,53,58
20170326,14,34,45,46,54,55
20170328,14,20,33,40,42,51
20170329,10,12,21,38,51,55
20170401,7,12,20,26,36,51
20170402,5,36,40,50,52,53
20170404,5,18,20,26,36,49
20170405,1,26,27,32,39,58
20170408,7,8,14,33,49,58
20170409,5,18,21,26,40,44
20170412,1,11,24,35,42,49
20170415,12,14,16,46,48,57
20170416,9,11,25,35,39,51
20170419,8,22,23,24,32,58
20170422,3,6,7,20,31,41
20170423,5,6,26,28,30,49
20170425,1,24,26,28,41,53
20170426,1,3,4,38,46,50
20170429,11,15,32,35,39,41
20170430,2,9,22,34,40,47
20170502,1,8,16,19,24,36
20170503,15,17,21,30,42,47
20170506,6,24,27,28,34,48
20170507,26,29,31,53,56,58
20170510,8,15,16,25,31,35
20170513,1,4,10,20,26,41
20170514,4,8,29,35,47,52
20170517,18,20,30,42,44,47
20170520,9,13,45,53,54,55
20170521,12,14,20,47,53,57
20170524,5,30,36,42,48,51
20170527,12,21,37,38,47,54
20170528,27,34,37,41,52,53
20170531,13,21,29,43,46,58
20170603,13,18,22,34,43,46
20170604,3,5,18,28,37,58
20170607,12,13,22,24,47,57
20170610,1,9,16,41,57,58
20170611,5,7,9,23,33,35
20170614,4,14,45,49,51,54
20170617,3,13,14,22,33,58
20170618,11,12,16,37,38,51
20170621,3,9,20,52,56,58
20170624,21,30,46,48,50,53
20170625,7,30,36,39,42,44
20170628,2,5,23,29,54,56
20170701,19,33,44,48,51,53
20170702,24,32,37,40,56,58
20170704,4,31,36,42,50,56
20170705,2,3,5,9,31,39
20170708,16,19,23,43,47,50
20170709,14,19,20,25,30,41
20170712,5,7,14,17,42,43
20170715,11,17,27,30,36,58
20170716,1,7,8,14,27,44
20170719,9,11,18,32,33,49
20170722,17,22,27,29,52,56
20170723,1,16,21,22,49,57
20170725,20,32,33,50,54,57
20170726,20,21,33,45,55,57
20170729,7,16,18,25,27,50
20170730,4,11,17,36,41,44
20170801,10,13,14,29,36,54
20170802,12,19,23,26,27,56
20170805,14,33,37,42,53,56
20170806,7,21,26,47,50,54
20170809,10,12,15,23,43,49
20170812,11,23,27,34,53,54
20170813,11,12,30,35,45,47
20170816,3,10,20,56,57,58
20170819,1,6,28,38,46,57
20170820,2,4,6,9,56,57
20170823,3,4,11,22,28,56
20170826,9,11,12,14,31,53
20170827,9,10,14,28,30,55
20170829,20,25,27,34,41,46
20170830,19,21,32,33,34,55
20170902,3,6,22,27,33,39
20170903,4,6,11,36,48,50
20170905,1,14,15,18,35,43
20170906,7,20,32,38,45,49
20170909,3,7,12,23,25,46
20170910,3,10,27,29,32,48
20170913,6,29,31,46,53,58
20170916,37,42,44,45,46,54
20170917,10,30,33,36,44,45
20170920,2,6,13,26,41,48
20170923,1,13,33,39,48,54
20170924,14,27,28,33,46,47
20170926,5,14,24,34,52,53
20170927,4,15,18,19,26,57
20170930,2,14,20,35,41,45
20171001,11,20,29,40,43,57
20171003,15,18,29,44,55,58
20171004,11,25,27,41,42,49
20171007,5,7,26,34,46,50
20171008,1,6,15,19,37,40
20171011,16,33,38,53,55,57
20171014,7,40,44,45,48,57
20171015,1,6,9,39,42,58
20171018,6,9,27,40,41,50
20171021,5,10,31,36,46,53
20171022,8,30,32,34,37,39
20171025,13,22,24,32,36,39
20171028,4,13,19,21,33,58
20171029,1,3,6,18,22,52
20171031,11,16,18,24,50,58
20171101,13,15,16,21,38,47
20171104,4,37,50,56,57,58
20171105,19,20,42,43,47,53
20171107,5,7,17,28,34,37
20171108,2,7,17,37,44,55
20171111,6,9,13,37,42,54
20171112,1,4,6,20,33,41
20171115,4,8,29,31,37,44
20171118,7,15,16,20,32,52
20171119,11,12,20,30,32,49
20171122,3,5,30,32,45,55
20171125,6,7,17,28,39,58
20171126,5,9,29,38,42,52
20171128,4,8,40,42,55,56
20171129,1,36,42,45,55,58
20171202,16,18,24,31,44,54
20171203,5,18,21,28,37,49
20171205,24,26,28,30,40,54
20171206,1,5,10,22,39,45
20171209,4,7,9,34,35,53
20171210,10,15,23,28,50,53
20171213,20,21,23,29,49,56
20171216,12,29,31,34,35,39
20171217,7,10,14,15,16,26
20171220,21,25,27,33,37,46
20171223,8,11,13,19,21,24
20171224,6,14,16,33,46,58
20171226,3,8,21,22,27,57
20171227,4,19,21,30,32,46
20171230,10,12,41,42,45,51
20171231,7,9,27,30,34,54
20180103,7,8,24,38,39,54
20180106,2,7,26,28,29,30
20180107,15,21,44,47,51,55
20180110,11,20,38,52,53,55
20180113,21,30,41,43,52,58
20180114,5,11,15,27,53,58
20180116,6,42,44,46,53,57
20180117,3,11,37,44,45,47
20180120,9,34,36,52,53,55
20180121,10,19,29,34,35,54
20180124,3,19,20,27,51,58
20180127,3,11,16,45,54,58
20180128,7,10,22,49,57,58
20180130,2,16,30,37,45,54
20180131,25,27,36,41,42,58
20180203,4,20,35,42,46,58
20180204,2,8,23,34,48,58
20180206,18,21,26,27,48,52
20180207,11,17,18,37,46,54
20180210,10,16,22,26,32,42
20180211,7,17,20,24,25,31
20180213,4,27,44,46,51,55
20180214,7,8,15,23,31,36
20180217,8,9,14,29,35,48
20180218,3,28,33,47,49,53
20180220,10,41,42,47,48,57
20180221,13,27,34,39,41,45
20180224,3,12,26,27,52,58
20180225,3,11,31,36,39,46
20180227,2,10,17,38,49,50
20180228,2,26,30,31,36,49
20180303,3,7,20,23,28,58
20180304,1,16,37,40,42,45
20180306,4,9,34,37,43,49
20180307,1,2,8,14,47,52
20180310,10,13,21,33,38,54
20180311,3,6,26,29,46,55
20180314,8,14,17,20,22,28
20180317,16,24,25,28,57,58
20180318,30,33,41,44,45,52
20180321,2,10,16,21,36,39
20180324,8,23,26,45,47,56
20180325,27,30,33,41,43,48
20180328,13,22,31,45,49,50
20180331,2,11,35,37,44,56
20180401,3,20,25,34,39,47
20180403,8,18,32,42,43,48
20180404,5,20,26,28,43,46
20180407,6,7,11,32,36,42
20180408,3,13,15,38,41,54
20180411,11,16,25,28,29,32
20180414,10,26,27,48,56,57
20180415,15,24,40,42,46,55
20180418,7,13,34,36,40,47
20180421,12,14,17,23,37,44
20180422,21,23,38,44,45,57
20180425,8,10,24,32,44,57
20180428,9,14,23,26,41,46
20180429,6,14,20,23,33,57
20180501,6,26,30,51,53,54
20180502,7,16,25,34,47,57
20180505,7,15,28,39,42,47
20180506,1,21,23,33,49,50
20180509,12,14,24,36,47,54
20180512,1,5,12,13,26,29
20180513,2,5,8,9,12,15
20180516,1,16,17,21,27,36
20180519,14,39,40,49,54,57
20180520,11,25,36,48,49,54
20180523,24,25,30,31,32,54
20180526,4,19,25,28,31,38
20180527,5,10,14,26,50,53
20180530,14,15,19,22,27,39
20180602,17,26,27,40,43,50
20180603,6,12,35,37,40,49
20180606,12,16,17,18,19,49
20180609,3,33,38,39,40,51
20180610,6,26,29,51,52,56
20180613,24,32,37,40,42,49
20180616,5,12,14,40,48,53
20180617,10,16,24,39,42,50
20180620,6,10,17,18,52,54
20180623,9,24,32,42,43,57
20180624,16,20,38,40,43,55
20180626,4,13,15,18,48,56
20180627,1,26,31,39,40,52
20180630,2,9,33,39,46,57
20180701,5,8,24,34,46,54
20180703,3,20,29,30,46,54
20180704,11,27,37,38,44,51
20180707,7,12,20,33,40,53
20180708,11,24,31,35,37,44
20180711,19,23,29,30,35,51
20180714,21,38,39,53,54,56
20180715,2,17,19,26,29,56
20180718,11,15,18,46,53,58
20180721,10,35,45,51,57,58
20180722,12,23,28,40,43,56
20180725,2,10,31,33,43,47
20180728,8,18,28,32,37,43
20180729,1,14,21,34,42,52
20180731,6,7,20,27,37,38
20180801,11,28,32,44,45,52
20180804,4,15,23,27,33,37
20180805,10,19,20,24,35,41
20180807,14,33,34,40,48,58
20180808,8,19,30,42,43,54
20180811,10,15,17,40,52,57
20180812,12,18,30,32,42,50
20180815,2,12,14,19,23,25
20180818,6,22,27,34,40,50
20180819,2,3,6,18,25,45
20180822,6,8,10,18,20,38
20180825,8,14,26,28,37,49
20180826,11,16,24,40,46,54
20180828,1,25,32,33,46,52
20180829,18,24,25,28,32,33
20180901,11,12,43,46,50,58
20180902,20,32,43,48,54,55
20180904,1,3,7,20,35,58
20180905,11,26,31,36,41,52
20180908,7,17,26,30,38,40
20180909,3,14,17,23,37,38
20180912,1,6,14,31,37,43
20180915,8,10,20,31,32,41
20180916,11,33,43,45,50,57
20180919,6,13,29,37,45,46
20180922,29,31,39,42,51,53
20180923,18,19,28,53,56,58
20180925,10,15,18,23,25,52
20180926,12,17,26,29,34,37
20180929,14,22,36,38,43,45
20180930,5,6,7,26,38,57
20181002,3,10,13,25,48,49
20181003,16,26,30,42,47,49
20181006,8,10,28,31,46,47
20181007,7,8,15,17,32,43
20181010,1,12,29,36,39,42
20181013,3,22,27,37,40,54
20181014,18,19,34,46,48,57
20181017,4,11,20,23,48,55
20181020,12,13,19,25,26,39
20181021,2,38,44,47,53,57
20181024,19,30,35,36,38,49
20181027,5,6,32,33,48,53
20181028,29,34,35,38,43,49
20181030,3,17,26,41,45,46
20181031,5,7,34,42,45,55
20181103,6,19,25,28,45,49
20181104,2,3,14,20,36,57
20181106,3,29,30,47,51,52
20181107,8,21,29,30,40,48
20181110,2,8,12,13,22,57
20181111,2,17,24,48,50,56
20181114,1,2,8,22,45,54
20181117,3,7,10,29,55,58
20181118,8,23,24,48,51,58
20181121,4,15,18,26,34,47
20181124,2,3,25,29,40,50
20181125,3,5,30,36,40,55
20181127,11,23,26,43,46,52
20181128,16,17,25,30,41,54
20181201,5,12,32,35,36,45
20181202,3,18,37,39,40,49
20181204,3,4,5,15,20,23
20181205,1,12,26,37,39,50
20181208,4,17,25,35,41,58
20181209,3,19,36,45,55,56
20181212,6,8,13,34,48,55
20181215,20,22,37,47,55,56
20181216,1,8,12,17,21,25
20181219,11,14,38,40,42,43
20181222,11,18,25,28,50,52
20181223,23,26,36,41,42,53
20181225,12,24,30,32,46,48
20181226,20,26,29,33,46,47
20181229,1,16,34,38,48,58
20181230,4,12,17,24,26,39
20190102,2,3,19,23,30,49
20190105,2,9,24,29,38,45
20190106,11,47,49,51,53,55
20190109,5,29,30,53,55,57
20190112,1,7,29,31,40,51
20190113,13,27,30,40,43,51
20190116,5,15,18,19,28,53
20190119,2,6,23,27,31,43
20190120,1,23,25,28,43,49
20190123,9,19,24,29,56,57
20190126,17,32,33,36,50,53
20190127,7,11,18,25,39,58
20190129,3,4,41,43,44,52
20190130,2,6,16,23,27,32
20190202,1,3,13,19,35,58
20190203,4,5,6,29,45,55
20190205,1,4,5,13,24,56
20190206,10,22,35,36,45,58
20190209,7,14,16,29,45,57
20190210,5,9,13,25,38,40
20190213,16,18,22,40,44,54
20190216,2,7,12,37,52,56
20190217,6,9,13,21,37,43
20190219,14,19,38,45,53,55
20190220,8,26,42,45,49,53
20190223,6,24,27,29,30,43
20190224,16,29,31,43,52,54
20190227,2,14,16,19,21,37
20190302,9,22,24,28,50,58
20190303,1,2,19,29,43,54
20190306,4,16,19,32,39,50
20190309,1,9,15,17,46,48
20190310,8,16,27,28,52,55
20190313,16,20,30,41,53,58
20190316,11,12,19,27,31,36
20190317,6,13,14,32,44,50
20190320,13,17,33,38,48,58
20190323,10,16,22,24,33,49
20190324,4,6,18,28,38,58
20190327,19,27,42,43,44,48
20190330,16,37,38,42,50,53
20190331,4,16,18,31,32,44
20190402,2,7,38,44,52,55
20190403,4,19,27,29,41,47
20190406,7,20,33,39,49,57
20190407,7,9,11,17,19,25
20190410,24,26,27,29,40,50
20190413,7,8,14,22,35,58
20190414,16,36,47,48,49,50
20190417,5,16,22,23,34,52
20190420,20,22,24,28,36,57
20190421,5,12,14,37,46,53
20190424,2,12,13,22,41,56
20190427,7,15,18,45,47,55
20190428,26,35,36,43,46,54
20190501,17,28,30,47,54,55
20190504,30,47,48,53,54,57
20190505,3,29,36,45,53,55
20190508,13,15,18,23,43,52
20190511,11,19,21,33,35,58
20190512,3,18,40,44,53,58
20190515,19,20,25,26,28,52
20190518,7,10,14,19,37,54
20190519,3,18,31,33,37,44
20190522,1,4,18,24,47,50
20190525,1,8,11,12,27,53
20190526,1,3,15,18,40,46
20190529,12,14,29,31,54,55
20190601,20,34,39,43,57,58
20190602,13,22,27,37,46,53
20190605,4,8,14,34,37,48
20190608,1,4,8,24,42,45
20190609,1,22,24,54,57,58
20190612,18,33,35,46,52,58
20190615,5,10,17,29,35,41
20190616,8,11,36,42,48,51
20190618,20,22,25,33,46,53
20190619,14,22,27,34,54,56
20190622,1,11,27,33,46,52
20190623,7,13,14,17,21,56
20190626,12,13,15,23,31,58
20190629,9,22,28,31,47,54
20190630,8,10,22,44,45,51
20190703,5,6,13,15,22,24
20190706,11,15,27,31,45,58
20190707,11,15,20,29,31,41
20190710,6,12,15,37,54,55
20190713,6,35,40,42,43,45
20190714,1,18,35,42,43,58
20190717,5,27,30,34,36,49
20190720,14,23,31,33,38,45
20190721,8,21,28,43,49,58
20190724,8,18,32,50,54,55
20190727,14,17,24,30,39,46
20190728,6,8,22,23,35,41
20190730,12,17,23,40,48,52
20190731,25,34,35,47,57,58
20190803,5,11,16,24,25,43
20190804,2,6,13,46,47,51
20190807,7,14,24,25,46,49
20190810,19,22,27,31,45,50
20190811,7,15,22,25,28,50
20190814,29,30,46,50,52,54
20190817,22,29,34,35,38,53
20190818,2,12,14,17,46,48
20190820,7,10,18,26,30,51
20190821,1,9,12,17,28,38
20190824,2,17,21,37,40,55
20190825,16,38,46,47,48,50
20190828,25,41,44,47,48,56
20190831,28,36,39,46,52,56
20190901,8,11,19,27,47,55
20190904,1,19,24,35,42,49
20190907,11,21,29,30,35,41
20190908,7,15,31,45,46,58
20190910,2,16,19,33,39,58
20190911,3,8,19,23,30,51
20190914,3,4,7,44,49,52
20190915,17,20,23,36,53,58
20190918,4,5,37,41,54,58
20190921,4,5,17,23,31,34
20190922,3,5,6,19,22,35
20190925,3,9,17,30,43,47
20190928,3,4,14,26,50,57
20190929,2,7,25,34,36,50
20191001,4,12,13,35,39,54
20191002,16,17,19,28,54,55
20191005,6,17,21,37,50,52
20191006,21,27,38,39,41,46
20191009,4,28,40,43,44,58
20191012,13,15,36,40,49,57
20191013,9,15,21,26,27,53
20191016,4,9,13,17,47,58
20191019,24,29,33,46,55,57
20191020,13,34,38,42,47,48
20191023,12,20,30,34,50,51
20191026,17,28,29,33,44,53
20191027,20,28,46,47,55,57
20191030,9,28,30,45,49,53
20191102,11,15,22,34,37,57
20191103,10,30,42,43,48,58
20191105,3,17,32,36,43,49
20191106,2,5,6,22,27,29
20191109,19,27,34,40,42,55
20191110,2,7,11,13,20,42
20191113,3,44,45,47,53,56
20191116,4,9,17,21,48,50
20191117,28,30,33,49,51,52
20191120,7,20,25,38,43,56
20191123,3,10,17,41,46,47
20191124,11,13,50,51,54,55
20191127,17,30,39,47,51,52
20191130,9,10,17,34,40,51
20191201,3,9,17,26,34,50
20191203,17,20,21,36,41,50
20191204,5,11,21,33,48,57
20191207,14,32,37,38,42,56
20191208,8,18,31,41,42,48
20191211,18,39,40,44,45,49
20191214,12,14,31,35,47,57
