DrawDate,DrawnNo1,DrawnNo2,DrawnNo3,DrawnNo4,DrawnNo5,DrawnNo6
20070221,5,11,32,36,42,45
20070222,9,17,27,38,44,45
20070224,3,11,19,22,26,42
20070225,12,16,21,28,31,35
20070227,7,10,29,31,34,41
20070228,15,29,36,37,38,45
20070303,1,2,12,13,18,45
20070304,4,5,24,27,30,38
20070307,2,3,18,19,24,42
20070310,2,3,5,8,21,35
20070311,5,8,22,23,34,38
20070314,2,13,30,33,39,42
20070317,2,6,8,12,20,25
20070318,6,14,25,31,35,43
20070321,9,24,27,28,35,38
20070324,5,21,22,32,34,45
20070325,3,15,17,19,41,44
20070328,3,17,19,28,36,42
20070331,3,4,7,10,27,31
20070401,7,12,32,36,37,43
20070404,1,15,19,25,31,42
20070407,6,9,23,25,35,40
20070408,12,15,24,25,41,42
20070410,4,7,12,29,41,44
20070411,7,8,9,23,28,39
20070414,9,12,18,22,25,42
20070415,6,14,16,32,38,40
20070418,8,11,21,39,43,44
20070421,1,20,28,30,40,41
20070422,6,7,8,12,20,26
20070425,4,10,27,28,44,45
20070428,4,12,15,28,33,40
20070429,5,14,15,26,29,42
20070501,5,13,15,18,22,25
20070502,1,10,15,30,41,42
20070505,8,9,18,20,22,37
20070506,5,10,11,14,17,28
20070509,5,14,22,25,40,45
20070512,2,11,17,18,26,41
20070513,8,20,30,36,37,40
20070516,3,5,8,19,29,31
20070519,16,17,18,21,40,44
20070520,1,5,8,28,38,40
20070523,5,7,9,26,28,32
20070526,19,23,25,30,35,37
20070527,13,18,25,31,35,37
20070530,9,32,36,39,44,45
20070602,9,18,24,28,32,45
20070603,7,14,16,24,32,36
20070605,6,9,13,22,24,26
20070606,7,15,18,21,23,26
20070609,1,6,8,29,31,33
20070610,10,12,16,39,40,41
20070613,2,19,30,32,43,44
20070616,2,10,29,30,33,38
20070617,2,6,15,25,27,37
20070620,3,10,18,36,38,44
20070623,7,19,30,38,39,40
20070624,12,17,23,30,39,45
20070626,3,9,14,15,27,41
20070627,1,9,16,24,41,44
20070630,10,24,31,32,35,43
20070701,7,8,16,17,32,41
20070704,1,8,9,26,36,41
20070707,1,21,22,27,35,37
20070708,4,5,8,9,24,27
20070711,7,10,27,28,33,41
20070714,2,3,5,31,34,35
20070715,8,18,21,33,35,40
20070718,13,20,24,32,37,42
20070721,6,18,21,28,37,40
20070722,1,6,26,33,35,42
20070725,1,5,23,31,35,38
20070728,5,6,8,16,20,41
20070729,4,8,12,13,16,43
20070801,8,23,27,34,35,44
20070804,11,20,22,28,38,44
20070805,4,9,13,38,40,43
20070808,2,7,15,17,34,36
20070811,11,16,17,26,27,42
20070812,3,9,25,27,33,39
20070815,7,9,17,23,25,42
20070818,2,4,21,27,29,42
20070819,3,17,25,27,34,35
20070822,1,2,5,19,31,40
20070825,15,19,26,36,38,40
20070826,9,14,19,25,26,35
20070829,1,11,15,32,43,45
20070901,22,25,26,34,37,38
20070902,12,17,20,24,31,45
20070904,10,16,20,23,34,35
20070905,3,22,24,32,39,40
20070908,3,6,7,11,18,22
20070909,5,9,11,13,18,41
20070912,2,3,11,17,22,42
20070915,1,5,23,32,33,43
20070916,2,8,20,24,36,45
20070919,6,17,25,26,39,44
20070922,4,21,24,29,37,44
20070923,20,28,32,38,42,43
20070926,5,6,9,13,17,18
20070929,12,14,15,20,29,33
20070930,1,14,27,32,38,40
20071003,9,18,25,33,43,44
20071006,7,20,27,29,35,40
20071007,1,25,26,33,37,43
20071010,14,18,30,33,34,43
20071013,11,16,17,25,36,45
20071014,6,23,29,30,34,40
20071017,1,13,15,19,23,36
20071020,7,11,16,19,29,33
20071021,4,10,13,15,35,39
20071024,3,4,12,19,20,31
20071027,1,4,18,25,31,43
20071028,18,20,22,27,29,43
20071031,8,12,26,29,30,42
20071103,9,29,32,33,35,36
20071104,1,13,14,28,29,37
20071107,12,18,23,34,39,44
20071110,1,8,21,26,32,45
20071111,21,27,30,38,39,40
20071114,1,10,18,35,36,42
20071117,2,3,14,18,25,43
20071118,2,10,12,30,31,37
20071121,1,5,34,39,40,43
20071124,5,7,8,37,38,43
20071125,9,15,16,20,21,26
20071128,8,13,16,17,25,38
20071201,5,11,12,25,33,39
20071202,7,9,19,20,29,38
20071205,1,18,23,30,35,38
20071208,12,16,32,33,34,36
20071209,7,14,16,30,32,40
20071212,2,23,33,34,38,44
20071215,11,17,32,33,37,43
20071216,4,21,35,36,38,43
20071219,1,14,16,29,31,45
20071222,4,5,16,25,29,41
20071223,2,8,30,31,37,41
20071225,4,8,10,14,27,34
20071226,10,14,29,34,39,43
20071229,3,15,19,29,35,38
20071230,16,24,27,32,38,40
20080102,9,15,26,37,39,44
20080105,4,9,10,16,20,28
20080106,5,12,14,29,43,45
20080109,3,7,11,13,30,32
20080112,3,12,20,21,26,32
20080113,3,8,10,25,28,39
20080116,13,17,21,33,39,41
20080119,1,9,23,24,29,34
20080120,1,3,24,25,33,38
20080123,2,19,23,24,44,45
20080126,4,7,10,13,42,44
20080127,5,10,32,36,38,43
20080130,4,10,21,26,34,42
20080202,13,14,17,22,25,33
20080203,12,18,20,27,30,44
20080204,5,7,12,28,30,38
20080206,1,9,11,18,35,37
20080207,1,4,19,22,32,33
20080209,6,11,26,36,39,44
20080210,5,30,32,34,35,36
20080211,17,18,30,35,40,44
20080213,1,2,12,15,34,39
20080216,1,15,24,26,27,29
20080217,2,5,7,11,15,36
20080219,4,9,29,34,39,41
20080220,9,11,16,19,21,43
20080223,5,13,16,18,24,36
20080224,13,26,27,31,38,40
20080227,2,10,11,23,31,41
20080301,5,7,15,20,25,28
20080302,1,5,6,18,24,35
20080305,8,9,11,13,34,39
20080308,6,8,13,26,31,38
20080309,12,21,29,33,41,45
20080312,4,8,12,28,36,42
20080315,21,29,31,37,40,42
20080316,3,14,25,26,35,41
20080319,9,21,35,38,42,45
20080322,2,8,13,23,25,33
20080323,1,6,21,38,41,45
20080326,8,9,10,31,35,44
20080329,4,6,7,17,22,26
20080330,11,19,24,30,34,43
20080402,14,16,26,27,33,36
20080405,10,14,15,19,28,30
20080406,12,14,16,23,31,34
20080409,6,10,12,14,33,38
20080412,2,3,19,36,38,41
20080413,18,24,25,26,29,42
20080416,15,29,32,34,39,43
20080419,3,5,13,36,41,43
20080420,5,17,33,35,42,44
20080423,2,10,29,43,44,45
20080426,1,5,8,10,27,32
20080427,3,8,9,10,12,35
20080430,1,20,28,32,41,42
20080503,9,11,21,24,36,41
20080504,6,10,19,24,27,44
20080507,5,24,25,27,31,40
20080510,1,5,7,9,30,41
20080511,10,12,22,34,37,39
20080514,25,30,33,36,42,44
20080517,7,8,9,14,31,41
20080518,7,8,24,32,39,41
20080521,16,20,25,27,32,38
20080524,1,6,10,18,20,30
20080525,13,17,27,29,37,44
20080528,4,18,25,29,40,44
20080531,10,11,13,16,21,38
20080601,7,15,16,31,32,34
20080604,5,7,12,16,19,38
20080607,17,21,22,25,29,45
20080608,3,12,20,21,28,44
20080611,1,5,7,11,15,20
20080614,18,20,27,32,33,42
20080615,1,17,18,26,38,40
20080618,16,19,21,29,33,43
20080621,7,11,12,22,23,27
20080622,5,14,15,24,32,40
20080625,10,17,27,31,35,41
20080628,3,11,16,17,35,40
20080629,16,18,23,24,27,30
20080702,5,10,15,25,32,37
20080705,7,16,29,34,42,44
20080706,20,23,26,32,39,43
20080709,9,27,37,40,41,45
20080712,13,17,31,32,35,45
20080713,5,18,26,32,34,42
20080716,11,14,16,28,38,44
20080719,5,13,27,32,36,41
20080720,2,20,30,31,40,44
20080723,4,6,20,21,26,44
20080726,2,7,21,24,28,45
20080727,3,17,21,22,25,44
20080730,4,7,17,23,28,30
20080802,12,14,25,29,33,45
20080803,14,23,25,35,40,44
20080806,8,11,28,34,42,43
20080809,9,15,22,23,42,44
20080810,14,15,18,40,41,45
20080813,2,6,13,14,18,30
20080816,5,13,19,20,36,41
20080817,6,10,15,18,30,38
20080820,7,25,26,39,41,42
20080823,7,11,21,24,28,34
20080824,26,27,34,35,38,44
20080827,13,19,22,24,29,33
20080830,6,16,21,22,29,40
20080831,2,22,29,33,42,44
20080903,3,4,5,11,37,43
20080906,5,7,12,15,30,31
20080907,7,13,25,33,36,38
20080910,7,23,29,33,36,44
20080913,18,29,32,33,34,42
20080914,13,19,27,31,32,37
20080917,3,22,25,28,34,37
20080920,8,23,26,28,33,39
20080921,1,5,19,24,35,41
20080924,9,14,18,36,37,39
20080927,18,25,28,35,37,43
20080928,9,14,18,28,37,44
20081001,8,9,18,24,34,41
20081004,6,14,24,30,35,36
20081005,3,8,30,32,33,38
20081008,5,7,11,23,26,38
20081011,3,12,15,22,29,30
20081012,8,9,14,31,32,43
20081015,4,10,12,21,31,38
20081018,1,5,8,11,36,39
20081019,1,12,13,22,29,38
20081022,3,14,15,20,35,40
20081025,2,9,25,30,37,43
20081026,8,11,24,29,37,40
20081029,6,8,11,20,26,31
20081101,1,2,4,9,13,20
20081102,16,18,34,35,40,45
20081104,14,22,23,26,41,42
20081105,8,12,14,18,20,40
20081108,3,5,13,14,37,39
20081109,3,4,20,23,24,39
20081112,4,12,14,24,38,42
20081115,4,12,15,17,40,45
20081116,9,17,26,31,35,42
20081119,7,14,15,20,21,29
20081122,5,11,14,22,36,42
20081123,11,14,18,28,31,42
20081126,2,3,16,17,20,26
20081129,8,10,27,32,38,43
20081130,18,25,29,31,32,44
20081203,3,6,10,11,22,33
20081206,11,19,29,39,40,44
20081207,1,6,17,19,34,43
20081210,3,4,6,34,41,45
20081213,4,8,19,27,36,40
20081214,4,9,10,14,31,42
20081217,23,26,30,36,39,42
20081220,1,8,12,23,25,30
20081221,16,17,20,32,33,41
20081224,1,11,12,18,21,31
20081225,1,5,8,13,16,25
20081227,7,17,25,29,30,37
20081228,8,16,21,26,38,40
20081231,6,14,25,27,37,45
20090103,1,2,15,31,34,43
20090104,3,10,23,24,30,34
20090107,6,16,29,38,44,45
20090110,5,13,24,25,30,31
20090111,1,5,10,27,31,34
20090114,1,15,18,21,25,38
20090117,24,26,33,37,38,43
20090118,3,8,10,28,31,45
20090121,1,3,10,18,22,25
20090124,3,4,5,11,16,25
20090125,6,9,15,22,28,42
20090126,12,19,21,28,43,45
20090128,13,17,18,24,42,43
20090129,1,17,21,25,40,42
20090131,1,2,3,10,16,32
20090201,2,14,17,27,30,31
20090202,1,8,12,13,29,44
20090204,3,8,16,17,25,32
20090207,16,17,32,33,36,40
20090208,1,9,10,20,27,45
20090209,6,7,12,21,39,40
20090211,2,5,11,12,21,32
20090214,6,11,17,21,31,42
20090215,1,2,8,24,39,43
20090217,6,10,19,37,42,43
20090218,4,5,19,26,38,45
20090221,5,7,9,11,34,36
20090222,6,11,20,22,26,33
20090225,15,18,28,40,41,45
20090228,14,21,22,24,25,35
20090301,7,20,26,29,33,41
20090304,3,7,24,27,37,38
20090307,17,18,20,21,38,41
20090308,4,8,18,24,36,45
20090310,3,5,13,19,24,35
20090311,5,11,14,17,19,22
20090314,2,12,19,23,35,45
20090315,2,11,23,25,32,38
20090318,9,10,12,20,29,30
20090321,10,29,30,32,37,41
20090322,1,15,18,19,25,43
20090325,6,10,20,23,29,42
20090328,7,8,9,15,21,42
20090329,3,7,17,22,26,45
20090401,5,11,17,23,37,42
20090404,3,8,16,20,33,41
20090405,11,23,25,35,43,45
20090407,15,24,28,36,37,41
20090408,5,29,30,31,41,43
20090411,19,32,41,42,44,45
20090412,2,13,18,23,24,45
20090415,1,5,20,22,39,42
20090418,3,10,22,23,32,39
20090419,7,8,13,33,36,39
20090422,4,6,12,18,24,42
20090425,6,22,30,34,42,45
20090426,5,6,8,24,30,37
20090429,3,12,17,27,41,45
20090502,13,14,15,32,37,39
20090503,3,13,24,31,33,36
20090505,6,8,14,15,27,42
20090506,2,14,16,21,36,42
20090509,1,23,27,36,37,42
20090510,11,12,15,20,37,43
20090513,17,20,36,37,41,43
20090516,10,25,27,33,35,44
20090517,1,8,18,28,36,42
20090520,8,31,32,34,42,44
20090523,8,15,24,32,34,41
20090524,4,5,20,29,39,43
20090527,2,7,13,34,37,40
20090530,15,23,26,28,32,35
20090531,1,12,23,26,30,44
20090603,5,12,18,27,43,45
20090606,12,18,24,29,33,37
20090607,6,8,21,41,44,45
20090609,14,17,24,25,29,31
20090610,1,10,15,37,38,39
20090613,1,8,22,28,36,41
20090614,5,8,16,26,27,39
20090616,16,23,27,29,32,41
20090617,1,11,32,37,39,41
20090620,1,10,15,21,32,39
20090621,10,16,19,20,22,44
20090624,11,15,17,19,34,45
20090627,13,14,27,29,40,43
20090628,10,15,17,19,37,44
20090701,5,6,15,33,35,45
20090704,6,14,19,21,41,45
20090705,9,13,14,15,44,45
20090707,2,12,13,18,37,41
20090708,2,6,8,15,16,33
20090711,1,3,15,18,43,44
20090712,3,9,30,38,39,45
20090715,5,8,14,31,41,42
20090718,16,25,36,39,41,43
20090719,10,19,24,27,31,43
20090722,1,13,15,19,26,33
20090725,18,19,22,23,28,38
20090726,16,17,18,26,31,40
20090729,3,6,7,12,35,44
20090801,15,24,32,37,39,43
20090802,4,7,15,16,29,32
20090805,13,29,35,37,43,45
20090808,6,10,16,25,34,37
20090809,3,6,13,24,36,43
20090811,1,7,11,21,37,41
20090812,16,21,31,33,34,35
20090815,7,8,19,23,26,33
20090816,1,16,27,34,39,44
20090818,20,23,29,32,42,45
20090819,4,7,18,19,34,35
20090822,6,8,21,23,26,28
20090823,5,6,15,36,43,45
20090826,2,12,17,19,20,40
20090829,2,4,11,17,22,32
20090830,2,14,18,30,40,45
20090902,12,16,19,23,36,45
20090905,1,13,14,15,16,25
20090906,1,15,18,21,26,42
20090908,3,28,37,38,40,45
20090909,1,6,8,19,20,22
20090912,5,13,17,20,33,37
20090913,10,25,26,31,33,35
20090916,12,20,25,31,32,40
20090919,1,20,26,30,32,34
20090920,8,14,16,20,23,42
20090923,12,15,18,25,38,39
20090926,6,14,18,27,28,43
20090927,1,5,14,19,21,30
20090930,4,15,18,22,42,45
20091003,6,17,19,34,37,45
20091004,1,4,13,20,27,45
20091006,2,3,14,16,21,34
20091007,5,16,27,28,29,39
20091010,8,9,16,18,36,40
20091011,14,22,27,32,41,44
20091013,4,35,37,39,41,44
20091014,1,4,7,9,11,16
20091017,10,11,13,21,37,39
20091018,2,7,8,22,24,26
20091021,4,8,12,16,18,36
20091024,12,17,22,23,32,43
20091025,12,21,23,43,44,45
20091028,1,5,21,22,25,43
20091031,4,10,13,14,40,43
20091101,1,2,16,25,38,44
20091104,13,14,26,30,41,42
20091107,23,25,31,34,38,40
20091108,2,9,23,33,41,43
20091111,5,9,10,19,39,44
20091114,4,18,19,29,32,44
20091115,9,26,28,31,33,43
20091117,15,18,24,33,38,39
20091118,5,9,24,30,36,43
20091121,16,20,39,42,44,45
20091122,1,2,3,21,23,35
20091124,4,31,32,35,38,45
20091125,3,8,30,36,40,44
20091128,10,18,33,40,44,45
20091129,1,10,17,26,27,31
20091201,10,22,23,31,37,45
20091202,5,23,25,27,44,45
20091205,3,8,26,30,42,44
20091206,8,14,39,40,43,44
20091209,1,10,17,23,33,34
20091212,1,6,9,30,31,39
20091213,7,10,22,27,29,30
20091215,2,22,30,34,40,41
20091216,1,4,9,12,20,22
20091219,3,4,9,16,24,25
20091220,3,4,7,9,12,17
20091223,14,22,23,25,34,45
20091226,15,18,20,22,41,43
20091227,2,11,21,25,36,38
20091230,3,5,22,35,39,40
20100102,2,8,19,23,29,35
20100103,2,8,12,15,36,44
20100106,6,8,15,17,29,44
20100109,3,6,17,18,30,36
20100110,2,7,16,22,29,42
20100113,14,21,26,32,34,35
20100116,9,15,18,26,31,42
20100117,10,16,21,26,40,42
20100120,1,11,14,17,32,38
20100123,18,21,24,33,35,43
20100124,7,25,27,29,37,45
20100126,1,5,11,27,29,42
20100127,5,10,16,17,19,20
20100130,16,25,32,34,38,44
20100131,8,11,13,21,26,41
20100202,2,17,23,30,34,36
20100203,4,8,12,18,20,23
20100206,2,16,27,28,32,39
20100207,7,8,15,19,21,37
20100210,1,16,17,30,31,39
20100213,5,12,13,24,27,36
20100214,3,4,8,33,34,44
20100216,3,9,12,31,34,41
20100217,2,19,21,22,43,45
20100220,8,12,18,22,40,44
20100221,1,2,8,18,20,39
20100223,4,16,17,20,27,40
20100224,8,13,35,39,43,45
20100227,4,8,9,16,24,25
20100228,2,5,12,15,27,37
20100302,3,6,20,38,39,41
20100303,4,17,20,28,30,34
20100306,5,17,23,32,33,42
20100307,2,3,27,29,32,33
20100310,26,28,30,32,34,36
20100313,6,13,18,28,40,43
20100314,11,13,17,29,30,39
20100317,4,11,33,36,42,43
20100320,9,12,19,29,41,43
20100321,4,6,27,32,34,41
20100324,6,9,17,22,23,28
20100327,6,27,37,43,44,45
20100328,5,18,22,23,27,31
20100330,7,8,21,24,32,44
20100331,6,9,13,16,18,21
20100403,6,8,29,34,37,38
20100404,1,3,13,20,30,39
20100406,4,14,19,21,29,39
20100407,1,8,11,13,18,32
20100410,1,6,12,17,19,44
20100411,3,8,20,36,42,43
20100414,8,9,12,23,24,34
20100417,6,10,15,24,26,36
20100418,7,14,21,24,25,38
20100421,5,14,17,19,22,39
20100424,2,4,14,22,33,35
20100425,5,13,34,36,41,44
20100427,2,18,24,25,31,35
20100428,6,20,27,35,38,39
20100501,10,15,26,30,35,45
20100502,7,17,24,26,28,41
20100504,4,9,20,39,41,45
20100505,3,7,20,22,25,39
20100508,7,18,20,21,26,43
20100509,15,23,24,28,29,31
20100512,6,11,26,28,41,45
20100515,1,11,13,15,26,45
20100516,1,5,7,11,18,26
20100519,2,12,13,14,16,19
20100522,5,8,18,29,34,36
20100523,3,4,11,26,35,41
20100526,3,4,7,9,36,38
20100529,2,15,24,27,28,41
20100530,1,2,15,33,37,38
20100601,6,25,29,35,36,42
20100602,9,24,36,41,44,45
20100605,26,35,37,39,40,42
20100606,3,7,11,31,34,39
20100609,7,16,17,28,30,33
20100612,1,6,9,14,28,34
20100613,7,9,13,22,28,35
20100616,1,6,10,16,30,42
20100619,9,17,23,34,35,37
20100620,20,26,30,38,41,43
20100623,1,6,10,25,38,45
20100626,9,15,16,23,30,39
20100627,8,11,21,22,27,29
20100629,17,19,22,28,44,45
20100630,9,23,26,33,35,45
20100703,10,13,28,29,35,44
20100704,4,10,11,24,33,44
20100706,5,7,12,22,23,34
20100707,4,11,19,20,23,45
20100710,5,13,20,27,28,30
20100711,1,4,15,25,32,44
20100714,18,20,25,31,33,44
20100717,1,8,10,16,28,42
20100718,10,17,21,22,35,41
20100721,7,8,12,29,43,44
20100724,8,18,21,23,27,29
20100725,6,9,25,34,38,40
20100727,7,8,9,12,17,20
20100728,1,14,24,42,43,44
20100731,8,11,17,18,20,28
20100801,7,8,15,17,20,43
20100803,8,11,15,17,27,38
20100804,2,15,20,25,35,38
20100807,17,20,23,27,40,44
20100808,3,10,16,29,38,45
20100811,7,13,17,32,38,45
20100814,6,10,23,29,33,37
20100815,8,10,16,17,22,32
20100818,4,9,18,28,31,45
20100821,16,18,20,21,26,44
20100822,5,10,31,37,39,40
20100825,6,7,9,10,16,42
20100828,6,10,14,16,24,44
20100829,3,8,12,19,20,30
20100901,3,7,20,23,33,45
20100904,2,3,19,25,39,43
20100905,10,29,33,35,37,41
20100908,8,20,29,37,38,43
20100911,5,9,20,25,26,28
20100912,13,16,25,32,35,37
20100915,4,8,19,21,36,41
20100918,1,14,27,29,41,45
20100919,16,19,27,35,43,44
20100922,5,25,33,34,41,45
20100925,4,20,21,26,37,43
20100926,3,17,20,24,32,34
20100928,5,17,19,30,39,40
20100929,2,14,16,24,29,38
20101002,13,14,21,26,29,44
20101003,1,20,22,35,37,39
20101005,8,19,20,26,30,31
20101006,10,19,20,22,23,33
20101009,4,5,9,28,31,33
20101010,1,2,10,20,29,43
20101013,23,27,36,37,38,39
20101016,4,5,18,32,34,41
20101017,8,10,18,23,26,44
20101020,2,3,12,17,31,44
20101023,3,8,16,25,32,44
20101024,8,11,12,13,22,33
20101026,2,4,9,16,18,34
20101027,7,8,17,20,26,39
20101030,6,7,21,29,36,38
20101031,5,16,34,36,40,41
20101102,1,3,6,16,34,39
20101103,2,12,13,29,41,44
20101106,4,8,13,18,34,45
20101107,7,13,18,19,28,36
20101110,9,14,20,33,36,45
20101113,2,18,21,25,36,39
20101114,1,5,12,19,25,29
20101117,1,10,33,35,43,45
20101120,24,28,33,38,40,44
20101121,7,9,30,36,39,41
20101124,11,16,19,41,44,45
20101127,17,20,28,32,34,35
20101128,3,4,23,29,35,42
20101130,10,12,24,30,34,36
20101201,10,15,32,33,34,37
20101204,7,8,23,39,41,45
20101205,5,11,21,30,39,45
20101208,6,10,18,19,23,37
20101211,5,17,20,24,30,35
20101212,2,5,10,11,20,37
20101215,2,6,8,14,36,42
20101218,7,20,21,24,28,30
20101219,1,4,26,27,30,39
20101222,10,11,25,33,37,45
20101225,2,18,21,22,43,44
20101226,7,14,23,29,32,34
20101228,4,5,14,21,23,34
20101229,5,10,11,30,35,41
20110101,6,8,19,36,39,41
20110102,15,17,20,31,40,43
20110105,6,9,16,21,36,41
20110108,2,5,13,16,33,37
20110109,6,8,13,30,31,38
20110112,5,10,12,13,14,23
20110115,1,4,27,28,32,44
20110116,13,19,20,35,36,38
20110119,12,13,23,26,28,43
20110122,5,20,25,29,40,41
20110123,2,13,16,18,32,34
20110125,14,27,29,32,37,43
20110126,20,25,27,32,37,45
20110129,7,19,26,27,29,38
20110130,5,10,19,25,38,41
20110201,9,11,12,35,36,45
20110202,15,18,26,30,38,41
20110205,7,12,19,26,36,45
20110206,8,12,22,38,42,43
20110208,8,14,20,21,33,42
20110209,10,23,24,31,40,41
20110212,3,17,19,20,28,29
20110213,2,3,25,32,42,44
20110216,6,18,21,27,40,41
20110219,9,12,15,25,36,38
20110220,5,10,14,19,22,41
20110222,3,4,6,19,20,31
20110223,7,22,25,27,33,40
20110226,5,10,11,12,32,35
20110227,5,18,32,42,43,44
20110301,3,6,15,29,34,45
20110302,3,17,20,26,39,42
20110305,1,9,19,22,37,43
20110306,8,10,26,35,38,41
20110309,5,27,29,30,36,45
20110312,7,16,19,27,34,39
20110313,4,8,14,21,30,41
20110316,14,23,29,30,37,38
20110319,1,6,7,33,43,44
20110320,1,9,13,20,24,44
20110323,6,17,21,24,31,37
20110326,11,12,22,27,33,44
20110327,11,14,29,31,33,41
20110329,3,6,11,14,26,32
20110330,6,13,23,26,27,35
20110402,1,12,19,31,32,45
20110403,4,20,28,30,33,44
20110405,4,7,21,24,36,37
20110406,6,10,22,28,31,44
20110409,1,3,11,18,20,36
20110410,5,21,25,36,39,45
20110413,2,5,18,28,30,31
20110416,14,26,31,32,35,41
20110417,5,9,16,19,25,37
20110420,5,9,13,18,19,43
20110423,8,12,14,30,37,38
20110424,11,12,14,16,36,38
20110426,7,13,20,31,40,44
20110427,1,2,11,25,34,43
20110430,2,9,24,26,35,45
20110501,6,10,20,24,28,39
20110503,6,12,14,16,20,21
20110504,4,7,16,37,39,40
20110507,10,20,23,28,40,43
20110508,2,8,10,24,36,39
20110511,1,11,24,31,34,37
20110514,9,10,11,22,24,35
20110515,2,6,8,27,28,42
20110518,5,6,11,12,39,41
20110521,1,12,17,20,38,42
20110522,14,20,22,29,31,45
20110525,13,17,28,30,36,44
20110528,19,25,34,36,40,44
20110529,8,10,13,16,18,32
20110531,4,5,13,18,30,42
20110601,1,3,7,16,17,40
20110604,9,11,17,28,29,34
20110605,4,21,28,30,37,41
20110608,6,8,12,16,34,42
20110611,10,17,18,22,31,33
20110612,3,13,17,21,35,37
20110615,9,17,20,30,35,38
20110618,19,20,26,27,34,36
20110619,13,16,25,26,31,41
20110622,3,12,27,30,37,42
20110625,7,11,20,21,35,38
20110626,1,3,5,13,36,40
20110628,7,11,17,22,36,43
20110629,4,9,21,34,35,44
20110702,4,8,33,35,36,41
20110703,16,20,21,25,32,37
20110705,4,7,13,20,21,42
20110706,3,9,10,19,33,43
20110709,4,5,27,28,41,42
20110710,2,3,20,22,25,36
20110713,12,13,19,34,37,41
20110716,9,23,24,33,34,41
20110717,9,14,16,20,22,27
20110720,3,7,10,33,34,42
20110723,3,20,25,26,32,44
20110724,6,20,22,31,33,44
20110727,10,21,24,28,38,39
20110730,10,14,16,29,42,43
20110731,11,17,23,28,30,45
20110803,2,3,11,17,19,32
20110806,7,10,19,27,37,44
20110807,9,23,24,25,26,35
20110810,3,20,26,30,36,44
20110813,1,3,7,11,34,42
20110814,4,11,14,23,24,39
20110817,6,8,18,28,32,37
20110820,6,11,18,33,34,44
20110821,3,12,31,36,38,45
20110824,7,12,21,22,38,39
20110827,10,16,21,28,41,45
20110828,12,13,17,24,39,45
20110831,16,28,35,37,40,42
20110903,6,12,19,37,39,41
20110904,3,4,23,28,37,38
20110906,9,11,18,20,21,44
20110907,2,5,21,24,26,45
20110910,4,9,39,40,42,43
20110911,8,23,31,37,38,43
20110914,1,5,19,22,26,28
20110917,7,13,17,31,36,37
20110918,9,15,18,19,21,33
20110921,1,21,22,26,36,40
20110924,4,9,11,12,20,45
20110925,6,7,10,17,25,44
20110927,8,10,29,30,34,43
20110928,5,6,31,38,39,44
20111001,7,9,10,22,38,39
20111002,2,14,22,24,25,32
20111004,2,6,9,24,35,42
20111005,2,7,25,28,32,38
20111008,5,13,20,21,40,45
20111009,19,32,35,40,43,44
20111012,6,7,17,19,22,25
20111015,5,12,20,29,44,45
20111016,1,2,19,24,37,44
20111019,9,19,20,31,36,45
20111022,5,8,11,20,39,43
20111023,1,6,13,25,40,41
20111025,1,4,9,28,30,34
20111026,1,5,19,32,39,40
20111029,10,12,23,28,40,45
20111030,1,10,18,22,29,32
20111101,8,24,27,30,36,39
20111102,2,5,7,10,15,19
20111105,6,8,26,27,33,34
20111106,1,4,13,15,26,45
20111109,4,6,8,11,16,24
20111112,7,9,15,26,30,37
20111113,11,24,36,38,42,45
20111116,6,8,18,19,33,40
20111119,15,21,25,26,30,37
20111120,6,26,30,41,42,44
20111123,1,10,17,19,21,40
20111126,4,6,10,20,24,33
20111127,2,4,11,16,28,44
20111129,16,17,24,29,39,43
20111130,10,27,28,36,38,41
20111203,1,4,7,12,29,34
20111204,10,13,29,35,36,43
20111206,5,20,22,24,32,33
20111207,9,11,12,14,20,22
20111210,16,23,26,33,34,42
20111211,4,8,13,28,40,41
20111214,3,9,18,22,31,38
20111217,1,5,31,37,41,45
20111218,5,6,15,16,21,23
20111221,3,9,18,29,36,41
20111224,6,10,19,20,21,30
20111225,1,12,15,20,23,26
20111227,17,18,24,29,33,41
20111228,2,25,26,35,39,45
20111231,2,13,19,27,30,31
20120101,7,15,25,27,32,42
20120104,4,8,10,20,27,43
20120107,4,10,19,29,42,45
20120108,13,16,17,26,35,44
20120111,14,16,34,39,40,41
20120114,7,22,32,39,43,45
20120115,1,4,8,11,20,22
20120117,13,17,21,27,39,45
20120118,1,7,12,15,17,37
20120121,1,3,4,22,23,45
20120122,6,16,17,30,33,44
20120124,9,10,14,20,24,33
20120125,3,16,17,41,43,44
20120126,6,14,18,22,27,36
20120128,2,9,14,17,19,42
20120129,1,7,10,11,40,44
20120131,13,22,29,37,38,43
20120201,5,16,18,19,20,26
20120204,7,15,19,38,41,44
20120205,4,5,25,30,31,43
20120208,5,9,21,25,26,30
20120211,8,16,17,31,38,39
20120212,2,7,11,15,27,28
20120214,7,8,9,18,36,40
20120215,4,5,6,9,17,21
20120218,3,12,30,37,41,43
20120219,8,17,22,23,36,41
20120222,1,15,19,21,26,43
20120225,2,16,17,20,33,44
20120226,3,20,21,27,31,42
20120228,12,22,29,38,40,41
20120229,2,8,25,26,35,45
20120303,6,13,17,27,28,35
20120304,9,15,24,30,36,41
20120306,3,5,16,17,19,23
20120307,15,26,29,31,34,37
